verse_key,eng
EZK.23.40,"They even sent for men who came from a great distance. No sooner than a messenger was sent, they arrived! For these men you bathed, you painted your eyes, and you put on your jewelry."
EZK.23.41,"You took your place on a splendid couch with a richly set table in front of it, and you set my incense and my oil on it."
EZK.23.42,"The sound of a noisy crowd was around her. Men from the common multitude, drinkers of wine, were brought from the desert. They put bracelets on their wrists and beautiful crowns on their heads."
EZK.23.43,"Then I thought, For a foolish woman they become adulterers! Incited by her seduction, they prostitute themselves—for her!."
EZK.23.44,"They come as if coming to a prostitute, first to Oholah, and then to Oholibah, those traitorous women."
EZK.23.45,"But men who do the right thing will judge them, and they will be punished as adulterers and murderers, because they are in fact adulterers, and blood is on their hands."
EZK.23.46,"The LORD God proclaims: Bring up an assembly against them, and decree terror and plunder for them."
EZK.23.47,"Let the assembly stone them! Let them carve them up with their swords, slay their sons and daughters, and burn their houses with fire!."
EZK.23.48,"So I will put an end to betrayal in the land. Taking warning, no woman will betray as you have done."
EZK.23.49,"You will be held accountable for your betrayals, and you will bear the sins of your idols. Then you will know that I am the LORD God."
EZK.23.5,But Oholah became unfaithful to me and lusted after her lovers the Assyrians.
EZK.23.6,"warriors dressed in fine blue cloth, governors and officers, charioteers and horsemen, all of them the most handsome of men."
EZK.23.7,"She sought them out to seduce them, all of them men of the highest rank of Assyria. She defiled herself by everyone she lusted after and also by all their idols."
EZK.23.8,"But she never gave up her promiscuities with the Egyptians, who had slept with her in her girlhood and fondled her nubile breasts, and who continued to seduce her."
EZK.23.9,"Therefore, I handed her over to her lovers, to the Assyrians for whom she lusted."
EZK.24.1,"In the ninth year, on the tenth day of the tenth month, the LORDs word came to me."
EZK.24.10,"Pile on the wood, light the fire, and cook the meat. Season it well and let the bones be charred."
EZK.24.11,"Let the pot stand empty on its coals until its so hot that its copper glows, its impurities melt in it, and its corrosion is consumed."
EZK.24.12,Its a worthless task. Even by fire its great corrosion isnt removed.
EZK.24.13,"How your betrayals defile you! I cleansed you, but you didnt come clean from your impurities. You wont be clean again until I have exhausted my anger against you."
EZK.24.14,"I, the LORD, have spoken! Its coming, and Ill do it. I wont relent or have any pity or compassion. Your punishments will fit your ways and your deeds! This is what the LORD God says."
EZK.24.15,The LORDs word came to me.
EZK.24.16,"Human one, I am about to take the delight of your eyes away from you in a single stroke. Dont mourn or weep. Dont even let your tears well up."
EZK.24.17,"Sigh inwardly; be deathly still. Dont perform mourning rites, but bind on your turban and put your shoes on your feet. And dont cover your upper lip or eat in human company."
EZK.24.18,"I spoke with the people in the morning, and by evening my wife was dead. The next morning I did as I was commanded."
EZK.24.19,"The people asked, Wont you tell us what your actions mean for us."
EZK.24.2,"Human one, write down todays date, because today the king of Babylon has set up camp at Jerusalem—today!."
EZK.24.20,"So I said to them, The LORDs word came to me."
EZK.24.21,"Say to the house of Israel, the LORD God proclaims: Im about to make my sanctuary impure, the pride of your strength, the delight of your eyes. Your hearts desire, the sons and daughters you left behind, will fall by the sword."
EZK.24.22,You will do as I have done. You will neither cover your upper lip nor eat in human company.
EZK.24.23,"Your turbans will be on your heads, your sandals on your feet. You wont mourn or weep. You will waste away in your guilt, all of you groaning to each other."
EZK.24.24,"Ezekiel is your sign. You will do everything that he has done. When this happens, you will know that I am the LORD God."
EZK.24.25,"And you, human one: On the day that I take from them their proud stronghold—their crowning joy, the delight of their eyes—and their sons and daughters, whose fate weighs on them."
EZK.24.26,"on that day, a refugee will come to you so that you yourself will hear the news."
EZK.24.27,"On that day your mouth will be opened to the refugee, and you will speak and no longer be silent. You will be their sign, and they will know that I am the LORD."
EZK.24.3,"Compose a parable for the rebels household and say to them, The LORD God proclaims: Put on the pot, set it on, and fill it with water."
EZK.24.4,"Add meat to it, every good piece. With shoulder and thigh, the meatiest bones, fill it up."
EZK.24.5,"Take the flocks best animal; arrange the wood beneath it. Bring it to a rolling boil, and cook its bones in it."
EZK.24.6,"The LORD God proclaims: Horror! You bloody city, you corroded pot; pot whose corrosion cant be removed! Empty it piece by piece. She is rejected."
EZK.24.7,"because her blood is still with her. She didnt pour it out on the ground so that it could be covered with dirt, but she spread it out on a bare rock."
EZK.24.8,"In order to arouse wrath, to guarantee vengeance, I will spread her blood on a bare rock, never to be covered."
EZK.24.9,So now the LORD God proclaims: Horror! You bloody city! I myself will add fuel to the fire!.
EZK.25.1,The LORDs word came to me.
EZK.25.10,"Ill hand it over, along with the Ammonites, to people in the east for them to take possession. And so Ammon will no longer be remembered among the nations."
EZK.25.11,"Ill execute judgments in Moab, and they will know that I am the LORD."
EZK.25.12,"The LORD God proclaims: Edom acted with excessive force against the house of Judah. The Judeans were guilty, but Edoms vengeance was excessive."
EZK.25.13,"So the LORD God now proclaims: Ill overpower Edom, eliminate all living creatures, and make it a wasteland from Teman to Dedan. They will fall by the sword."
